id,rodent_survey_id,rodent_species_id,weight,recapture,species_code,genus,species,family,site_id,start_date,end_date,quadrat,weather,notes,num_traps
152034,162,115,41.4,0,DIME,Dipodomys,merriami,Heteromyid,6,1997-07-08,1997-07-11,1,NA,NA,49
152035,162,112,13.9,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,1,NA,NA,49
152036,163,112,10.2,1,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152037,163,115,33.8,1,DIME,Dipodomys,merriami,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152038,163,115,44,1,DIME,Dipodomys,merriami,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152039,163,115,39,1,DIME,Dipodomys,merriami,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152040,163,112,7.8,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152041,163,115,41.6,1,DIME,Dipodomys,merriami,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152042,163,115,39.7,1,DIME,Dipodomys,merriami,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152043,163,112,17.2,1,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152044,163,112,20.6,1,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152045,163,112,19,1,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152046,163,115,35.7,1,DIME,Dipodomys,merriami,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152047,163,112,8.2,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152048,163,112,14.2,1,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152049,163,112,21.8,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152050,163,112,18.2,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152051,163,112,12.2,1,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152052,163,115,42.1,0,DIME,Dipodomys,merriami,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152053,163,119,9,0,PEAM,Perognathus,amplus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152054,163,112,15.2,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152055,163,115,35.8,0,DIME,Dipodomys,merriami,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152056,163,112,17.3,1,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152057,163,115,36.6,0,DIME,Dipodomys,merriami,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152058,163,112,12.1,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152059,163,112,21.9,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152060,163,112,NA,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152061,163,112,11.1,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152062,163,112,13.3,1,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152063,163,115,41.2,0,DIME,Dipodomys,merriami,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152064,163,112,15.3,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152065,163,112,17,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152066,163,112,10,1,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152067,163,112,12.1,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152068,163,115,26.7,0,DIME,Dipodomys,merriami,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152069,163,112,18,1,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152070,163,115,41.8,1,DIME,Dipodomys,merriami,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152071,163,115,41.3,1,DIME,Dipodomys,merriami,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152072,163,118,NA,0,ONTO,Onychomys,torridus,Muridae,6,1997-07-08,1997-07-11,2,NA,NA,49
152073,163,115,41.4,1,DIME,Dipodomys,merriami,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152074,163,115,41.5,0,DIME,Dipodomys,merriami,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152075,163,112,17.8,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152076,163,119,10.5,0,PEAM,Perognathus,amplus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152077,163,115,37.6,1,DIME,Dipodomys,merriami,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152078,163,112,17,1,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152079,163,112,19.4,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152080,163,112,22.9,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152081,163,112,19.7,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152082,163,112,19,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152083,163,112,22.6,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152084,163,112,15.6,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152085,163,112,20.6,1,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152086,163,112,20.5,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152087,163,112,23.6,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152088,163,115,31.4,0,DIME,Dipodomys,merriami,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152089,163,115,35.7,0,DIME,Dipodomys,merriami,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152090,163,112,22.7,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152091,163,115,28.8,1,DIME,Dipodomys,merriami,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152092,163,115,39.7,0,DIME,Dipodomys,merriami,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152093,163,112,15,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152094,163,112,13.1,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152095,163,112,11.8,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152096,163,112,20.8,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152097,163,112,15.3,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152098,163,112,21.9,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152099,163,112,10.1,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152100,163,112,13.1,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152101,163,112,23.2,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152102,163,112,19.9,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152103,163,112,19,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152104,163,112,10.2,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152105,163,115,43.5,0,DIME,Dipodomys,merriami,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152106,163,112,18.9,0,CHPE,Chaetodipus,penicillatus,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152107,163,115,50,0,DIME,Dipodomys,merriami,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152108,163,115,39.1,0,DIME,Dipodomys,merriami,Heteromyid,6,1997-07-08,1997-07-11,2,NA,NA,49
152109,164,112,12.1,1,CHPE,Chaetodipus,penicillatus,Heteromyid,2,1997-07-10,1997-07-11,1,NA,NA,49
152110,164,119,11.8,0,PEAM,Perognathus,amplus,Heteromyid,2,1997-07-10,1997-07-11,1,NA,NA,49
152111,164,119,13.1,1,PEAM,Perognathus,amplus,Heteromyid,2,1997-07-10,1997-07-11,1,NA,NA,49
152112,164,115,34.8,0,DIME,Dipodomys,merriami,Heteromyid,2,1997-07-10,1997-07-11,1,NA,NA,49
152113,164,112,15.6,1,CHPE,Chaetodipus,penicillatus,Heteromyid,2,1997-07-10,1997-07-11,1,NA,NA,49
152114,164,119,10.3,1,PEAM,Perognathus,amplus,Heteromyid,2,1997-07-10,1997-07-11,1,NA,NA,49
152115,164,115,31.2,0,DIME,Dipodomys,merriami,Heteromyid,2,1997-07-10,1997-07-11,1,NA,NA,49
152116,164,119,9.9,1,PEAM,Perognathus,amplus,Heteromyid,2,1997-07-10,1997-07-11,1,NA,NA,49
152117,164,119,11.5,0,PEAM,Perognathus,amplus,Heteromyid,2,1997-07-10,1997-07-11,1,NA,NA,49
152118,164,112,9.8,0,CHPE,Chaetodipus,penicillatus,Heteromyid,2,1997-07-10,1997-07-11,1,NA,NA,49
152119,164,112,11.8,0,CHPE,Chaetodipus,penicillatus,Heteromyid,2,1997-07-10,1997-07-11,1,NA,NA,49
152120,164,119,10.3,0,PEAM,Perognathus,amplus,Heteromyid,2,1997-07-10,1997-07-11,1,NA,NA,49
152121,164,119,10.7,0,PEAM,Perognathus,amplus,Heteromyid,2,1997-07-10,1997-07-11,1,NA,NA,49
152122,164,117,160,0,NEAL,Neotoma,albigula,Muridae,2,1997-07-10,1997-07-11,1,NA,NA,49
152123,164,119,11.4,0,PEAM,Perognathus,amplus,Heteromyid,2,1997-07-10,1997-07-11,1,NA,NA,49
152124,164,112,11.4,0,CHPE,Chaetodipus,penicillatus,Heteromyid,2,1997-07-10,1997-07-11,1,NA,NA,49
152125,164,112,7.1,0,CHPE,Chaetodipus,penicillatus,Heteromyid,2,1997-07-10,1997-07-11,1,NA,NA,49
152126,164,117,136,0,NEAL,Neotoma,albigula,Muridae,2,1997-07-10,1997-07-11,1,NA,NA,49
152127,164,119,13.2,0,PEAM,Perognathus,amplus,Heteromyid,2,1997-07-10,1997-07-11,1,NA,NA,49
152128,165,119,10.2,0,PEAM,Perognathus,amplus,Heteromyid,2,1997-07-10,1997-07-11,2,NA,NA,49
152129,165,112,18.1,0,CHPE,Chaetodipus,penicillatus,Heteromyid,2,1997-07-10,1997-07-11,2,NA,NA,49
152130,165,115,37,1,DIME,Dipodomys,merriami,Heteromyid,2,1997-07-10,1997-07-11,2,NA,NA,49
152131,165,119,9.8,1,PEAM,Perognathus,amplus,Heteromyid,2,1997-07-10,1997-07-11,2,NA,NA,49
152132,165,112,16.5,1,CHPE,Chaetodipus,penicillatus,Heteromyid,2,1997-07-10,1997-07-11,2,NA,NA,49
152133,165,112,7.8,0,CHPE,Chaetodipus,penicillatus,Heteromyid,2,1997-07-10,1997-07-11,2,NA,NA,49
152134,165,117,85,1,NEAL,Neotoma,albigula,Muridae,2,1997-07-10,1997-07-11,2,NA,NA,49
152135,165,112,15.1,0,CHPE,Chaetodipus,penicillatus,Heteromyid,2,1997-07-10,1997-07-11,2,NA,NA,49
152136,165,119,9.4,0,PEAM,Perognathus,amplus,Heteromyid,2,1997-07-10,1997-07-11,2,NA,NA,49
152137,165,112,13.8,0,CHPE,Chaetodipus,penicillatus,Heteromyid,2,1997-07-10,1997-07-11,2,NA,NA,49
152138,165,112,11.3,0,CHPE,Chaetodipus,penicillatus,Heteromyid,2,1997-07-10,1997-07-11,2,NA,NA,49
152139,165,112,14.7,0,CHPE,Chaetodipus,penicillatus,Heteromyid,2,1997-07-10,1997-07-11,2,NA,NA,49
152140,165,119,10.7,0,PEAM,Perognathus,amplus,Heteromyid,2,1997-07-10,1997-07-11,2,NA,NA,49
152141,165,112,18.2,0,CHPE,Chaetodipus,penicillatus,Heteromyid,2,1997-07-10,1997-07-11,2,NA,NA,49
152142,165,112,11.9,0,CHPE,Chaetodipus,penicillatus,Heteromyid,2,1997-07-10,1997-07-11,2,NA,NA,49
152143,165,112,8.5,0,CHPE,Chaetodipus,penicillatus,Heteromyid,2,1997-07-10,1997-07-11,2,NA,NA,49
152144,165,119,11.6,0,PEAM,Perognathus,amplus,Heteromyid,2,1997-07-10,1997-07-11,2,NA,NA,49
152145,167,112,23,0,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152146,167,112,16.2,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152147,167,120,12,0,PEER,Peromyscus,eremicus,Muridae,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152148,167,112,20.5,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152149,167,115,38.5,1,DIME,Dipodomys,merriami,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152150,167,112,21.5,0,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152151,167,119,9.5,1,PEAM,Perognathus,amplus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152152,167,120,10,0,PEER,Peromyscus,eremicus,Muridae,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152153,167,112,22,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152154,167,115,22.5,1,DIME,Dipodomys,merriami,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152155,167,112,13.8,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152156,167,115,26.4,0,DIME,Dipodomys,merriami,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152157,167,112,20.6,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152158,167,112,19,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152159,167,112,11,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152160,167,112,16.8,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152161,167,112,15.6,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152162,167,112,14.5,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152163,167,112,20.5,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152164,167,112,19,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152165,167,112,22.5,0,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152166,167,111,10,0,CHIN,Chaetodipus,intermedius,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152167,167,112,11.4,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152168,167,112,14.5,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152169,167,112,17.1,0,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152170,167,112,14.3,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152171,167,112,9.1,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152172,167,112,20.2,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152173,167,112,21.8,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152174,167,117,116,0,NEAL,Neotoma,albigula,Muridae,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152175,167,112,16.4,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152176,167,119,12.8,1,PEAM,Perognathus,amplus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152177,167,119,10.9,0,PEAM,Perognathus,amplus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152178,167,112,13.9,0,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152179,167,112,20.6,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152180,167,115,40.2,0,DIME,Dipodomys,merriami,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152181,167,112,24.2,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152182,167,112,23.4,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152183,167,112,12.1,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152184,167,112,22,0,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152185,167,112,9.3,0,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152186,167,112,13.2,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152187,167,111,8.3,0,CHIN,Chaetodipus,intermedius,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152188,167,112,17.3,0,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152189,167,112,12.5,0,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152190,167,112,12.5,0,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152191,167,112,16,0,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152192,167,112,19.3,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152193,167,112,16.5,0,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152194,167,112,19.8,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152195,167,112,10,0,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152196,167,117,66,0,NEAL,Neotoma,albigula,Muridae,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152197,167,112,19.2,0,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152198,167,112,19.9,0,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152199,167,119,10,0,PEAM,Perognathus,amplus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152200,167,112,13,0,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152201,167,112,11.6,0,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,1,all nights calm and clear during trapping session,NA,49
152202,168,112,18,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152203,168,115,30,1,DIME,Dipodomys,merriami,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152204,168,112,14.8,0,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152205,168,112,18.5,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152206,168,112,19,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152207,168,115,25.5,1,DIME,Dipodomys,merriami,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152208,168,115,42,0,DIME,Dipodomys,merriami,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152209,168,112,21,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152210,168,119,11.5,1,PEAM,Perognathus,amplus,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152211,168,115,27.5,1,DIME,Dipodomys,merriami,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152212,168,115,37.5,1,DIME,Dipodomys,merriami,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152213,168,112,12,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152214,168,112,16.5,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152215,168,112,18.5,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152216,168,112,10,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152217,168,112,10.5,0,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152218,168,115,38,1,DIME,Dipodomys,merriami,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152219,168,112,18.5,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152220,168,115,37.3,1,DIME,Dipodomys,merriami,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152221,168,115,24,1,DIME,Dipodomys,merriami,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152222,168,115,30,1,DIME,Dipodomys,merriami,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152223,168,115,35.5,1,DIME,Dipodomys,merriami,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152224,168,115,38,0,DIME,Dipodomys,merriami,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152225,168,112,16.8,0,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152226,168,119,11.4,1,PEAM,Perognathus,amplus,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152227,168,112,9.3,0,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152228,168,115,37.2,1,DIME,Dipodomys,merriami,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152229,168,112,20.4,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152230,168,112,16.6,0,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152231,168,112,16.6,0,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152232,168,112,16.2,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152233,168,112,15.9,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152234,168,119,8.8,0,PEAM,Perognathus,amplus,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152235,168,112,10.4,1,CHPE,Chaetodipus,penicillatus,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152236,168,119,10,1,PEAM,Perognathus,amplus,Heteromyid,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
152237,168,118,20.5,1,ONTO,Onychomys,torridus,Muridae,1,1997-07-15,1997-07-18,2,all nights clear & calm during trapping session,NA,49
