month,day,year,plot,period,treatment,species,weight,scientific_name,taxa,common_name,avg_weight_g,effort
8,10,1988,14,125,control,DM,46,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
8,10,1988,2,125,control,DO,62,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
8,10,1988,2,125,control,NA,132,Neotoma albigula,Rodent,White-throated woodrat,162.5347738,49
8,10,1988,11,125,control,DM,40,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
8,10,1988,8,125,control,DS,157,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,119.9275604,49
8,10,1988,4,125,control,DS,140,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,119.9275604,49
8,10,1988,14,125,control,DM,44,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
8,10,1988,11,125,control,DM,45,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
8,10,1988,4,125,control,DM,43,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
8,10,1988,2,125,control,PE,20,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
8,10,1988,2,125,control,PE,29,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
8,10,1988,8,125,control,OL,45,Onychomys leucogaster,Rodent,Northern Grasshopper Mouse,31.12671977,49
8,10,1988,8,125,control,DM,42,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
8,10,1988,8,125,control,DM,49,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
8,10,1988,4,125,control,DS,114,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,119.9275604,49
8,10,1988,8,125,control,DM,41,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
8,10,1988,11,125,control,DM,49,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
8,10,1988,2,125,control,DO,52,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
8,10,1988,14,125,control,DM,49,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
8,10,1988,14,125,control,DO,55,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
8,10,1988,2,125,control,PE,17,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
8,10,1988,4,125,control,PP,14,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
8,10,1988,8,125,control,DM,48,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
8,10,1988,8,125,control,DM,39,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
8,10,1988,11,125,control,DM,31,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
8,9,1988,22,125,control,OT,24,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
9,11,1988,22,126,control,DS,103,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,119.9275604,49
9,11,1988,12,126,control,DM,51,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
9,11,1988,12,126,control,DO,54,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
9,11,1988,22,126,control,DM,47,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
9,11,1988,17,126,control,NA,148,Neotoma albigula,Rodent,White-throated woodrat,162.5347738,49
9,11,1988,17,126,control,SH,79,Sigmodon hispidus,Rodent,Hispid cotton rat,88.46170213,49
9,11,1988,17,126,control,DO,58,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
9,12,1988,8,126,control,OT,19,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
9,12,1988,14,126,control,DM,45,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
9,12,1988,2,126,control,DM,35,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
9,12,1988,4,126,control,DM,39,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
9,12,1988,11,126,control,PE,14,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
9,12,1988,2,126,control,NA,161,Neotoma albigula,Rodent,White-throated woodrat,162.5347738,49
9,12,1988,8,126,control,DM,48,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
9,12,1988,11,126,control,PP,16,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
9,12,1988,2,126,control,DO,65,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
9,12,1988,4,126,control,DM,53,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
9,12,1988,2,126,control,OT,21,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
9,12,1988,2,126,control,DO,55,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
9,12,1988,11,126,control,DM,46,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
9,12,1988,8,126,control,DS,160,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,119.9275604,49
9,12,1988,4,126,control,PP,15,Chaetodipus penicillatus,Rodent,Desert pocket mouse,17.61851292,49
9,12,1988,8,126,control,DM,48,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
9,12,1988,14,126,control,NA,94,Neotoma albigula,Rodent,White-throated woodrat,162.5347738,49
9,12,1988,4,126,control,DM,38,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
9,12,1988,11,126,control,OT,20,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
9,12,1988,14,126,control,DM,47,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
9,12,1988,8,126,control,DM,60,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
9,12,1988,4,126,control,DM,44,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
9,12,1988,11,126,control,DM,47,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
9,12,1988,14,126,control,DM,53,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
10,8,1988,12,127,control,OT,22,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
10,8,1988,22,127,control,PE,14,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
10,8,1988,12,127,control,DO,54,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
10,8,1988,12,127,control,NA,NA,Neotoma albigula,Rodent,White-throated woodrat,162.5347738,49
10,8,1988,17,127,control,DO,49,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
10,8,1988,22,127,control,OT,21,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
10,8,1988,22,127,control,DS,127,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,119.9275604,49
10,8,1988,12,127,control,DM,51,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
10,8,1988,17,127,control,DO,59,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
10,8,1988,12,127,control,DO,55,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
10,8,1988,17,127,control,OT,27,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
10,8,1988,22,127,control,DM,49,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
10,9,1988,4,127,control,DM,37,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
10,9,1988,4,127,control,DM,NA,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
10,9,1988,2,127,control,NA,170,Neotoma albigula,Rodent,White-throated woodrat,162.5347738,49
10,9,1988,4,127,control,DM,53,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
10,9,1988,2,127,control,DM,43,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
10,9,1988,14,127,control,DM,39,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
10,9,1988,2,127,control,DO,62,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
10,9,1988,8,127,control,DM,47,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
10,9,1988,14,127,control,DM,50,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
10,9,1988,8,127,control,DM,NA,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
10,9,1988,11,127,control,DM,48,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
10,9,1988,11,127,control,DM,39,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
10,9,1988,8,127,control,DS,169,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,119.9275604,49
10,9,1988,14,127,control,DM,60,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
10,9,1988,11,127,control,DM,40,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
10,9,1988,8,127,control,DM,47,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
10,9,1988,14,127,control,DM,54,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
10,9,1988,14,127,control,DM,45,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
10,9,1988,11,127,control,DM,35,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
10,9,1988,8,127,control,DM,47,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
10,9,1988,4,127,control,DS,125,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,119.9275604,49
10,9,1988,8,127,control,DM,54,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
10,9,1988,8,127,control,DM,25,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
10,9,1988,11,127,control,DM,39,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
10,9,1988,8,127,control,DM,27,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
10,9,1988,11,127,control,DM,50,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
11,5,1988,12,128,control,DO,52,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
11,5,1988,12,128,control,OL,24,Onychomys leucogaster,Rodent,Northern Grasshopper Mouse,31.12671977,49
11,5,1988,17,128,control,OT,22,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
11,5,1988,22,128,control,DM,46,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
11,5,1988,12,128,control,OT,26,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
11,5,1988,22,128,control,DS,140,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,119.9275604,49
11,5,1988,12,128,control,OL,25,Onychomys leucogaster,Rodent,Northern Grasshopper Mouse,31.12671977,49
11,5,1988,17,128,control,DO,60,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
11,5,1988,17,128,control,PE,31,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
11,5,1988,17,128,control,SH,60,Sigmodon hispidus,Rodent,Hispid cotton rat,88.46170213,49
11,5,1988,17,128,control,OT,30,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
11,5,1988,22,128,control,DS,106,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,119.9275604,49
11,5,1988,17,128,control,SH,70,Sigmodon hispidus,Rodent,Hispid cotton rat,88.46170213,49
11,5,1988,17,128,control,NA,128,Neotoma albigula,Rodent,White-throated woodrat,162.5347738,49
11,6,1988,4,128,control,DM,27,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
11,6,1988,8,128,control,OT,21,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
11,6,1988,14,128,control,DM,60,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
11,6,1988,4,128,control,DM,50,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
11,6,1988,14,128,control,DM,51,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
11,6,1988,14,128,control,DM,44,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
11,6,1988,2,128,control,OT,23,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
11,6,1988,4,128,control,DM,49,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
11,6,1988,14,128,control,OL,40,Onychomys leucogaster,Rodent,Northern Grasshopper Mouse,31.12671977,49
11,6,1988,11,128,control,RM,10,Reithrodontomys megalotis,Rodent,Western harvest mouse,10.72923441,49
11,6,1988,2,128,control,PE,21,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
11,6,1988,11,128,control,PE,22,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
11,6,1988,4,128,control,DM,27,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
11,6,1988,14,128,control,RM,12,Reithrodontomys megalotis,Rodent,Western harvest mouse,10.72923441,49
11,6,1988,4,128,control,DM,39,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
11,6,1988,2,128,control,OL,36,Onychomys leucogaster,Rodent,Northern Grasshopper Mouse,31.12671977,49
11,6,1988,14,128,control,DM,36,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
11,6,1988,8,128,control,DM,45,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
11,6,1988,2,128,control,DO,48,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
11,6,1988,14,128,control,DM,44,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
11,6,1988,11,128,control,PH,33,Chaetodipus hispidus,Rodent,Hispid pocket mouse,30.71794872,49
11,6,1988,8,128,control,DS,166,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,119.9275604,49
11,6,1988,4,128,control,DM,44,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
11,6,1988,2,128,control,PE,19,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
11,6,1988,2,128,control,PE,21,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
11,6,1988,11,128,control,DM,38,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
11,6,1988,2,128,control,OT,24,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
11,6,1988,2,128,control,PE,24,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
11,6,1988,8,128,control,DM,52,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
11,6,1988,8,128,control,DM,35,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
11,6,1988,2,128,control,DO,54,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
11,6,1988,8,128,control,DM,45,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
11,6,1988,8,128,control,DM,41,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
11,6,1988,14,128,control,DM,44,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
11,6,1988,4,128,control,DS,126,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,119.9275604,49
11,6,1988,8,128,control,DM,39,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
11,6,1988,11,128,control,PE,20,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
11,6,1988,11,128,control,DM,43,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,13,1988,22,129,control,DM,43,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,13,1988,17,129,control,OT,23,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
12,13,1988,12,129,control,NA,177,Neotoma albigula,Rodent,White-throated woodrat,162.5347738,49
12,13,1988,12,129,control,DO,52,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
12,13,1988,12,129,control,DM,50,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,13,1988,17,129,control,PE,20,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
12,13,1988,12,129,control,OL,29,Onychomys leucogaster,Rodent,Northern Grasshopper Mouse,31.12671977,49
12,13,1988,17,129,control,DO,57,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
12,13,1988,12,129,control,OL,32,Onychomys leucogaster,Rodent,Northern Grasshopper Mouse,31.12671977,49
12,13,1988,22,129,control,DS,134,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,119.9275604,49
12,13,1988,17,129,control,OT,27,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
12,13,1988,17,129,control,PE,22,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
12,13,1988,12,129,control,RF,13,Reithrodontomys fulvescens,Rodent,Fulvous harvest mouse,13.4125,49
12,13,1988,22,129,control,DS,113,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,119.9275604,49
12,13,1988,22,129,control,DM,46,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,13,1988,12,129,control,RM,12,Reithrodontomys megalotis,Rodent,Western harvest mouse,10.72923441,49
12,14,1988,14,129,control,DM,41,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,14,1988,11,129,control,DO,53,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
12,14,1988,4,129,control,DM,28,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,14,1988,11,129,control,PE,22,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
12,14,1988,4,129,control,DM,37,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,14,1988,2,129,control,RM,11,Reithrodontomys megalotis,Rodent,Western harvest mouse,10.72923441,49
12,14,1988,8,129,control,RM,12,Reithrodontomys megalotis,Rodent,Western harvest mouse,10.72923441,49
12,14,1988,4,129,control,DM,51,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,14,1988,11,129,control,RF,14,Reithrodontomys fulvescens,Rodent,Fulvous harvest mouse,13.4125,49
12,14,1988,8,129,control,DS,163,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,119.9275604,49
12,14,1988,14,129,control,RM,7,Reithrodontomys megalotis,Rodent,Western harvest mouse,10.72923441,49
12,14,1988,4,129,control,DM,38,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,14,1988,11,129,control,DM,41,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,14,1988,14,129,control,DM,48,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,14,1988,2,129,control,DO,56,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
12,14,1988,11,129,control,RM,12,Reithrodontomys megalotis,Rodent,Western harvest mouse,10.72923441,49
12,14,1988,14,129,control,DM,46,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,14,1988,11,129,control,SH,58,Sigmodon hispidus,Rodent,Hispid cotton rat,88.46170213,49
12,14,1988,11,129,control,RM,11,Reithrodontomys megalotis,Rodent,Western harvest mouse,10.72923441,49
12,14,1988,8,129,control,DM,44,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,14,1988,2,129,control,PE,21,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
12,14,1988,4,129,control,DS,145,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,119.9275604,49
12,14,1988,8,129,control,DM,46,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,14,1988,14,129,control,DM,47,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,14,1988,4,129,control,DM,48,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,14,1988,11,129,control,DM,41,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,14,1988,2,129,control,RM,10,Reithrodontomys megalotis,Rodent,Western harvest mouse,10.72923441,49
12,14,1988,14,129,control,DM,45,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,14,1988,2,129,control,DO,52,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
12,14,1988,4,129,control,DM,42,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,14,1988,11,129,control,RM,11,Reithrodontomys megalotis,Rodent,Western harvest mouse,10.72923441,49
12,14,1988,8,129,control,DM,39,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,14,1988,4,129,control,OL,31,Onychomys leucogaster,Rodent,Northern Grasshopper Mouse,31.12671977,49
12,14,1988,4,129,control,RM,11,Reithrodontomys megalotis,Rodent,Western harvest mouse,10.72923441,49
12,14,1988,2,129,control,DO,61,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
12,14,1988,8,129,control,RM,8,Reithrodontomys megalotis,Rodent,Western harvest mouse,10.72923441,49
12,14,1988,8,129,control,DM,41,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,14,1988,2,129,control,NA,248,Neotoma albigula,Rodent,White-throated woodrat,162.5347738,49
12,14,1988,14,129,control,PE,23,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
12,14,1988,11,129,control,DM,41,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
12,14,1988,8,129,control,DM,42,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,10,1989,22,130,control,RM,10,Reithrodontomys megalotis,Rodent,Western harvest mouse,10.72923441,49
1,10,1989,12,130,control,NA,NA,Neotoma albigula,Rodent,White-throated woodrat,162.5347738,49
1,10,1989,12,130,control,OL,29,Onychomys leucogaster,Rodent,Northern Grasshopper Mouse,31.12671977,49
1,10,1989,12,130,control,PE,22,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
1,10,1989,17,130,control,PE,21,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
1,10,1989,12,130,control,DM,41,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,10,1989,12,130,control,PE,26,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
1,10,1989,22,130,control,OT,23,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
1,10,1989,17,130,control,PE,19,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
1,10,1989,22,130,control,DS,NA,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,119.9275604,49
1,10,1989,17,130,control,DO,57,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
1,10,1989,12,130,control,RM,13,Reithrodontomys megalotis,Rodent,Western harvest mouse,10.72923441,49
1,10,1989,12,130,control,DM,46,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,10,1989,12,130,control,RM,12,Reithrodontomys megalotis,Rodent,Western harvest mouse,10.72923441,49
1,10,1989,17,130,control,NA,177,Neotoma albigula,Rodent,White-throated woodrat,162.5347738,49
1,10,1989,12,130,control,RF,18,Reithrodontomys fulvescens,Rodent,Fulvous harvest mouse,13.4125,49
1,10,1989,17,130,control,SH,66,Sigmodon hispidus,Rodent,Hispid cotton rat,88.46170213,49
1,10,1989,17,130,control,SH,64,Sigmodon hispidus,Rodent,Hispid cotton rat,88.46170213,49
1,10,1989,22,130,control,OT,24,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
1,10,1989,22,130,control,OT,21,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
1,10,1989,12,130,control,RM,9,Reithrodontomys megalotis,Rodent,Western harvest mouse,10.72923441,49
1,10,1989,22,130,control,DM,45,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,10,1989,17,130,control,PE,23,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
1,11,1989,11,130,control,SH,73,Sigmodon hispidus,Rodent,Hispid cotton rat,88.46170213,49
1,11,1989,2,130,control,OL,42,Onychomys leucogaster,Rodent,Northern Grasshopper Mouse,31.12671977,49
1,11,1989,4,130,control,DM,52,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,11,1989,4,130,control,DM,36,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,11,1989,8,130,control,DS,159,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,119.9275604,49
1,11,1989,11,130,control,DM,40,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,11,1989,14,130,control,DM,43,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,11,1989,8,130,control,OT,26,Onychomys torridus,Rodent,Southern grasshopper mouse,24.05599577,49
1,11,1989,4,130,control,DM,36,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,11,1989,11,130,control,DM,42,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,11,1989,4,130,control,DS,141,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,119.9275604,49
1,11,1989,14,130,control,DM,43,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,11,1989,8,130,control,DM,51,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,11,1989,2,130,control,PE,22,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
1,11,1989,8,130,control,DM,47,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,11,1989,2,130,control,RM,12,Reithrodontomys megalotis,Rodent,Western harvest mouse,10.72923441,49
1,11,1989,4,130,control,DM,43,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,11,1989,11,130,control,RM,11,Reithrodontomys megalotis,Rodent,Western harvest mouse,10.72923441,49
1,11,1989,8,130,control,RM,12,Reithrodontomys megalotis,Rodent,Western harvest mouse,10.72923441,49
1,11,1989,14,130,control,DM,44,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,11,1989,14,130,control,OL,37,Onychomys leucogaster,Rodent,Northern Grasshopper Mouse,31.12671977,49
1,11,1989,8,130,control,DM,43,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,11,1989,8,130,control,DM,49,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,11,1989,2,130,control,DO,57,Dipodomys ordii,Rodent,Ord's kangaroo rat,49.03951957,49
1,11,1989,4,130,control,DM,49,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,11,1989,4,130,control,RM,13,Reithrodontomys megalotis,Rodent,Western harvest mouse,10.72923441,49
1,11,1989,14,130,control,OL,34,Onychomys leucogaster,Rodent,Northern Grasshopper Mouse,31.12671977,49
1,11,1989,11,130,control,PE,19,Peromyscus eremicus,Rodent,Cactus mouse,21.98281643,49
1,11,1989,11,130,control,RM,11,Reithrodontomys megalotis,Rodent,Western harvest mouse,10.72923441,49
1,11,1989,8,130,control,DM,39,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,11,1989,11,130,control,OL,30,Onychomys leucogaster,Rodent,Northern Grasshopper Mouse,31.12671977,49
1,11,1989,14,130,control,DM,47,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
1,11,1989,8,130,control,DM,43,Dipodomys merriami,Rodent,Merriam's kangaroo rat,43.52721657,49
