year,month,period,treatment,species,abundance,ntraps,nplots,scientific_name,taxa,common_name,effort,abund_per_trapnight
1991,12,166,control,PF,1,392,8,Perognathus flavus,Rodent,Silky pocket mouse,49,0.02040816326530612
1991,12,166,control,PH,0,392,8,Chaetodipus hispidus,Rodent,Hispid pocket mouse,49,0
1991,12,166,control,PI,0,392,8,Chaetodipus intermedius,Rodent,Rock pocket mouse,49,0
1991,12,166,control,PL,0,392,8,Peromyscus leucopus,Rodent,White-footed mouse,49,0
1991,12,166,control,PM,0,392,8,Peromyscus maniculatus,Rodent,Deer Mouse,49,0
1991,12,166,control,PP,0,392,8,Chaetodipus penicillatus,Rodent,Desert pocket mouse,49,0
1991,12,166,control,RF,0,392,8,Reithrodontomys fulvescens,Rodent,Fulvous harvest mouse,49,0
1991,12,166,control,RM,6,392,8,Reithrodontomys megalotis,Rodent,Western harvest mouse,49,0.12244897959183673
1991,12,166,control,RO,0,392,8,Reithrodontomys montanus,Rodent,Plains harvest mouse,49,0
1991,12,166,control,SF,0,392,8,Sigmodon fulviventer,Rodent,Tawny-bellied cotton rat,49,0
1991,12,166,control,SH,0,392,8,Sigmodon hispidus,Rodent,Hispid cotton rat,49,0
1991,12,166,control,SO,0,392,8,Sigmodon ochrognathus,Rodent,Yellow nosed cotton rat,49,0
1992,1,167,control,BA,0,392,8,Baiomys taylori,Rodent,Northern pygmy mouse,49,0
1992,1,167,control,DM,20,392,8,Dipodomys merriami,Rodent,Merriam's kangaroo rat,49,0.40816326530612246
1992,1,167,control,DO,6,392,8,Dipodomys ordii,Rodent,Ord's kangaroo rat,49,0.12244897959183673
1992,1,167,control,DS,1,392,8,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,49,0.02040816326530612
1992,1,167,control,NA,0,392,8,Neotoma albigula,Rodent,White-throated woodrat,49,0
1992,1,167,control,OL,1,392,8,Onychomys leucogaster,Rodent,Northern Grasshopper Mouse,49,0.02040816326530612
1992,1,167,control,OT,5,392,8,Onychomys torridus,Rodent,Southern grasshopper mouse,49,0.10204081632653061
1992,1,167,control,PB,0,392,8,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,49,0
1992,1,167,control,PE,2,392,8,Peromyscus eremicus,Rodent,Cactus mouse,49,0.04081632653061224
1992,1,167,control,PF,0,392,8,Perognathus flavus,Rodent,Silky pocket mouse,49,0
1992,1,167,control,PH,0,392,8,Chaetodipus hispidus,Rodent,Hispid pocket mouse,49,0
1992,1,167,control,PI,0,392,8,Chaetodipus intermedius,Rodent,Rock pocket mouse,49,0
1992,1,167,control,PL,0,392,8,Peromyscus leucopus,Rodent,White-footed mouse,49,0
1992,1,167,control,PM,0,392,8,Peromyscus maniculatus,Rodent,Deer Mouse,49,0
1992,1,167,control,PP,0,392,8,Chaetodipus penicillatus,Rodent,Desert pocket mouse,49,0
1992,1,167,control,RF,0,392,8,Reithrodontomys fulvescens,Rodent,Fulvous harvest mouse,49,0
1992,1,167,control,RM,5,392,8,Reithrodontomys megalotis,Rodent,Western harvest mouse,49,0.10204081632653061
1992,1,167,control,RO,0,392,8,Reithrodontomys montanus,Rodent,Plains harvest mouse,49,0
1992,1,167,control,SF,0,392,8,Sigmodon fulviventer,Rodent,Tawny-bellied cotton rat,49,0
1992,1,167,control,SH,0,392,8,Sigmodon hispidus,Rodent,Hispid cotton rat,49,0
1992,1,167,control,SO,0,392,8,Sigmodon ochrognathus,Rodent,Yellow nosed cotton rat,49,0
1992,2,168,control,BA,0,392,8,Baiomys taylori,Rodent,Northern pygmy mouse,49,0
1992,2,168,control,DM,21,392,8,Dipodomys merriami,Rodent,Merriam's kangaroo rat,49,0.42857142857142855
1992,2,168,control,DO,6,392,8,Dipodomys ordii,Rodent,Ord's kangaroo rat,49,0.12244897959183673
1992,2,168,control,DS,1,392,8,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,49,0.02040816326530612
1992,2,168,control,NA,0,392,8,Neotoma albigula,Rodent,White-throated woodrat,49,0
1992,2,168,control,OL,2,392,8,Onychomys leucogaster,Rodent,Northern Grasshopper Mouse,49,0.04081632653061224
1992,2,168,control,OT,5,392,8,Onychomys torridus,Rodent,Southern grasshopper mouse,49,0.10204081632653061
1992,2,168,control,PB,0,392,8,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,49,0
1992,2,168,control,PE,6,392,8,Peromyscus eremicus,Rodent,Cactus mouse,49,0.12244897959183673
1992,2,168,control,PF,0,392,8,Perognathus flavus,Rodent,Silky pocket mouse,49,0
1992,2,168,control,PH,0,392,8,Chaetodipus hispidus,Rodent,Hispid pocket mouse,49,0
1992,2,168,control,PI,0,392,8,Chaetodipus intermedius,Rodent,Rock pocket mouse,49,0
1992,2,168,control,PL,0,392,8,Peromyscus leucopus,Rodent,White-footed mouse,49,0
1992,2,168,control,PM,0,392,8,Peromyscus maniculatus,Rodent,Deer Mouse,49,0
1992,2,168,control,PP,0,392,8,Chaetodipus penicillatus,Rodent,Desert pocket mouse,49,0
1992,2,168,control,RF,0,392,8,Reithrodontomys fulvescens,Rodent,Fulvous harvest mouse,49,0
1992,2,168,control,RM,6,392,8,Reithrodontomys megalotis,Rodent,Western harvest mouse,49,0.12244897959183673
1992,2,168,control,RO,0,392,8,Reithrodontomys montanus,Rodent,Plains harvest mouse,49,0
1992,2,168,control,SF,0,392,8,Sigmodon fulviventer,Rodent,Tawny-bellied cotton rat,49,0
1992,2,168,control,SH,0,392,8,Sigmodon hispidus,Rodent,Hispid cotton rat,49,0
1992,2,168,control,SO,1,392,8,Sigmodon ochrognathus,Rodent,Yellow nosed cotton rat,49,0.02040816326530612
1992,3,169,control,BA,0,392,8,Baiomys taylori,Rodent,Northern pygmy mouse,49,0
1992,3,169,control,DM,22,392,8,Dipodomys merriami,Rodent,Merriam's kangaroo rat,49,0.4489795918367347
1992,3,169,control,DO,5,392,8,Dipodomys ordii,Rodent,Ord's kangaroo rat,49,0.10204081632653061
1992,3,169,control,DS,1,392,8,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,49,0.02040816326530612
1992,3,169,control,NA,0,392,8,Neotoma albigula,Rodent,White-throated woodrat,49,0
1992,3,169,control,OL,1,392,8,Onychomys leucogaster,Rodent,Northern Grasshopper Mouse,49,0.02040816326530612
1992,3,169,control,OT,2,392,8,Onychomys torridus,Rodent,Southern grasshopper mouse,49,0.04081632653061224
1992,3,169,control,PB,0,392,8,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,49,0
1992,3,169,control,PE,6,392,8,Peromyscus eremicus,Rodent,Cactus mouse,49,0.12244897959183673
1992,3,169,control,PF,0,392,8,Perognathus flavus,Rodent,Silky pocket mouse,49,0
1992,3,169,control,PH,0,392,8,Chaetodipus hispidus,Rodent,Hispid pocket mouse,49,0
1992,3,169,control,PI,0,392,8,Chaetodipus intermedius,Rodent,Rock pocket mouse,49,0
1992,3,169,control,PL,0,392,8,Peromyscus leucopus,Rodent,White-footed mouse,49,0
1992,3,169,control,PM,0,392,8,Peromyscus maniculatus,Rodent,Deer Mouse,49,0
1992,3,169,control,PP,0,392,8,Chaetodipus penicillatus,Rodent,Desert pocket mouse,49,0
1992,3,169,control,RF,0,392,8,Reithrodontomys fulvescens,Rodent,Fulvous harvest mouse,49,0
1992,3,169,control,RM,5,392,8,Reithrodontomys megalotis,Rodent,Western harvest mouse,49,0.10204081632653061
1992,3,169,control,RO,0,392,8,Reithrodontomys montanus,Rodent,Plains harvest mouse,49,0
1992,3,169,control,SF,0,392,8,Sigmodon fulviventer,Rodent,Tawny-bellied cotton rat,49,0
1992,3,169,control,SH,0,392,8,Sigmodon hispidus,Rodent,Hispid cotton rat,49,0
1992,3,169,control,SO,0,392,8,Sigmodon ochrognathus,Rodent,Yellow nosed cotton rat,49,0
1992,4,170,control,BA,0,392,8,Baiomys taylori,Rodent,Northern pygmy mouse,49,0
1992,4,170,control,DM,27,392,8,Dipodomys merriami,Rodent,Merriam's kangaroo rat,49,0.5510204081632653
1992,4,170,control,DO,5,392,8,Dipodomys ordii,Rodent,Ord's kangaroo rat,49,0.10204081632653061
1992,4,170,control,DS,2,392,8,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,49,0.04081632653061224
1992,4,170,control,NA,0,392,8,Neotoma albigula,Rodent,White-throated woodrat,49,0
1992,4,170,control,OL,2,392,8,Onychomys leucogaster,Rodent,Northern Grasshopper Mouse,49,0.04081632653061224
1992,4,170,control,OT,0,392,8,Onychomys torridus,Rodent,Southern grasshopper mouse,49,0
1992,4,170,control,PB,0,392,8,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,49,0
1992,4,170,control,PE,2,392,8,Peromyscus eremicus,Rodent,Cactus mouse,49,0.04081632653061224
1992,4,170,control,PF,2,392,8,Perognathus flavus,Rodent,Silky pocket mouse,49,0.04081632653061224
1992,4,170,control,PH,0,392,8,Chaetodipus hispidus,Rodent,Hispid pocket mouse,49,0
1992,4,170,control,PI,0,392,8,Chaetodipus intermedius,Rodent,Rock pocket mouse,49,0
1992,4,170,control,PL,0,392,8,Peromyscus leucopus,Rodent,White-footed mouse,49,0
1992,4,170,control,PM,0,392,8,Peromyscus maniculatus,Rodent,Deer Mouse,49,0
1992,4,170,control,PP,0,392,8,Chaetodipus penicillatus,Rodent,Desert pocket mouse,49,0
1992,4,170,control,RF,0,392,8,Reithrodontomys fulvescens,Rodent,Fulvous harvest mouse,49,0
1992,4,170,control,RM,0,392,8,Reithrodontomys megalotis,Rodent,Western harvest mouse,49,0
1992,4,170,control,RO,0,392,8,Reithrodontomys montanus,Rodent,Plains harvest mouse,49,0
1992,4,170,control,SF,0,392,8,Sigmodon fulviventer,Rodent,Tawny-bellied cotton rat,49,0
1992,4,170,control,SH,0,392,8,Sigmodon hispidus,Rodent,Hispid cotton rat,49,0
1992,4,170,control,SO,0,392,8,Sigmodon ochrognathus,Rodent,Yellow nosed cotton rat,49,0
1992,5,171,control,BA,0,392,8,Baiomys taylori,Rodent,Northern pygmy mouse,49,0
1992,5,171,control,DM,22,392,8,Dipodomys merriami,Rodent,Merriam's kangaroo rat,49,0.4489795918367347
1992,5,171,control,DO,4,392,8,Dipodomys ordii,Rodent,Ord's kangaroo rat,49,0.08163265306122448
1992,5,171,control,DS,1,392,8,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,49,0.02040816326530612
1992,5,171,control,NA,0,392,8,Neotoma albigula,Rodent,White-throated woodrat,49,0
1992,5,171,control,OL,1,392,8,Onychomys leucogaster,Rodent,Northern Grasshopper Mouse,49,0.02040816326530612
1992,5,171,control,OT,0,392,8,Onychomys torridus,Rodent,Southern grasshopper mouse,49,0
1992,5,171,control,PB,0,392,8,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,49,0
1992,5,171,control,PE,0,392,8,Peromyscus eremicus,Rodent,Cactus mouse,49,0
1992,5,171,control,PF,0,392,8,Perognathus flavus,Rodent,Silky pocket mouse,49,0
1992,5,171,control,PH,0,392,8,Chaetodipus hispidus,Rodent,Hispid pocket mouse,49,0
1992,5,171,control,PI,0,392,8,Chaetodipus intermedius,Rodent,Rock pocket mouse,49,0
1992,5,171,control,PL,0,392,8,Peromyscus leucopus,Rodent,White-footed mouse,49,0
1992,5,171,control,PM,0,392,8,Peromyscus maniculatus,Rodent,Deer Mouse,49,0
1992,5,171,control,PP,3,392,8,Chaetodipus penicillatus,Rodent,Desert pocket mouse,49,0.061224489795918366
1992,5,171,control,RF,0,392,8,Reithrodontomys fulvescens,Rodent,Fulvous harvest mouse,49,0
1992,5,171,control,RM,1,392,8,Reithrodontomys megalotis,Rodent,Western harvest mouse,49,0.02040816326530612
1992,5,171,control,RO,0,392,8,Reithrodontomys montanus,Rodent,Plains harvest mouse,49,0
1992,5,171,control,SF,0,392,8,Sigmodon fulviventer,Rodent,Tawny-bellied cotton rat,49,0
1992,5,171,control,SH,0,392,8,Sigmodon hispidus,Rodent,Hispid cotton rat,49,0
1992,5,171,control,SO,1,392,8,Sigmodon ochrognathus,Rodent,Yellow nosed cotton rat,49,0.02040816326530612
1992,5,172,control,BA,0,392,8,Baiomys taylori,Rodent,Northern pygmy mouse,49,0
1992,5,172,control,DM,24,392,8,Dipodomys merriami,Rodent,Merriam's kangaroo rat,49,0.4897959183673469
1992,5,172,control,DO,2,392,8,Dipodomys ordii,Rodent,Ord's kangaroo rat,49,0.04081632653061224
1992,5,172,control,DS,2,392,8,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,49,0.04081632653061224
1992,5,172,control,NA,1,392,8,Neotoma albigula,Rodent,White-throated woodrat,49,0.02040816326530612
1992,5,172,control,OL,0,392,8,Onychomys leucogaster,Rodent,Northern Grasshopper Mouse,49,0
1992,5,172,control,OT,4,392,8,Onychomys torridus,Rodent,Southern grasshopper mouse,49,0.08163265306122448
1992,5,172,control,PB,0,392,8,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,49,0
1992,5,172,control,PE,0,392,8,Peromyscus eremicus,Rodent,Cactus mouse,49,0
1992,5,172,control,PF,0,392,8,Perognathus flavus,Rodent,Silky pocket mouse,49,0
1992,5,172,control,PH,0,392,8,Chaetodipus hispidus,Rodent,Hispid pocket mouse,49,0
1992,5,172,control,PI,0,392,8,Chaetodipus intermedius,Rodent,Rock pocket mouse,49,0
1992,5,172,control,PL,0,392,8,Peromyscus leucopus,Rodent,White-footed mouse,49,0
1992,5,172,control,PM,0,392,8,Peromyscus maniculatus,Rodent,Deer Mouse,49,0
1992,5,172,control,PP,1,392,8,Chaetodipus penicillatus,Rodent,Desert pocket mouse,49,0.02040816326530612
1992,5,172,control,RF,0,392,8,Reithrodontomys fulvescens,Rodent,Fulvous harvest mouse,49,0
1992,5,172,control,RM,0,392,8,Reithrodontomys megalotis,Rodent,Western harvest mouse,49,0
1992,5,172,control,RO,0,392,8,Reithrodontomys montanus,Rodent,Plains harvest mouse,49,0
1992,5,172,control,SF,0,392,8,Sigmodon fulviventer,Rodent,Tawny-bellied cotton rat,49,0
1992,5,172,control,SH,0,392,8,Sigmodon hispidus,Rodent,Hispid cotton rat,49,0
1992,5,172,control,SO,0,392,8,Sigmodon ochrognathus,Rodent,Yellow nosed cotton rat,49,0
1992,7,173,control,BA,0,392,8,Baiomys taylori,Rodent,Northern pygmy mouse,49,0
1992,7,173,control,DM,19,392,8,Dipodomys merriami,Rodent,Merriam's kangaroo rat,49,0.3877551020408163
1992,7,173,control,DO,7,392,8,Dipodomys ordii,Rodent,Ord's kangaroo rat,49,0.14285714285714285
1992,7,173,control,DS,2,392,8,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,49,0.04081632653061224
1992,7,173,control,NA,1,392,8,Neotoma albigula,Rodent,White-throated woodrat,49,0.02040816326530612
1992,7,173,control,OL,0,392,8,Onychomys leucogaster,Rodent,Northern Grasshopper Mouse,49,0
1992,7,173,control,OT,1,392,8,Onychomys torridus,Rodent,Southern grasshopper mouse,49,0.02040816326530612
1992,7,173,control,PB,0,392,8,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,49,0
1992,7,173,control,PE,0,392,8,Peromyscus eremicus,Rodent,Cactus mouse,49,0
1992,7,173,control,PF,0,392,8,Perognathus flavus,Rodent,Silky pocket mouse,49,0
1992,7,173,control,PH,0,392,8,Chaetodipus hispidus,Rodent,Hispid pocket mouse,49,0
1992,7,173,control,PI,0,392,8,Chaetodipus intermedius,Rodent,Rock pocket mouse,49,0
1992,7,173,control,PL,0,392,8,Peromyscus leucopus,Rodent,White-footed mouse,49,0
1992,7,173,control,PM,0,392,8,Peromyscus maniculatus,Rodent,Deer Mouse,49,0
1992,7,173,control,PP,7,392,8,Chaetodipus penicillatus,Rodent,Desert pocket mouse,49,0.14285714285714285
1992,7,173,control,RF,0,392,8,Reithrodontomys fulvescens,Rodent,Fulvous harvest mouse,49,0
1992,7,173,control,RM,1,392,8,Reithrodontomys megalotis,Rodent,Western harvest mouse,49,0.02040816326530612
1992,7,173,control,RO,0,392,8,Reithrodontomys montanus,Rodent,Plains harvest mouse,49,0
1992,7,173,control,SF,0,392,8,Sigmodon fulviventer,Rodent,Tawny-bellied cotton rat,49,0
1992,7,173,control,SH,0,392,8,Sigmodon hispidus,Rodent,Hispid cotton rat,49,0
1992,7,173,control,SO,0,392,8,Sigmodon ochrognathus,Rodent,Yellow nosed cotton rat,49,0
1992,7,174,control,BA,0,392,8,Baiomys taylori,Rodent,Northern pygmy mouse,49,0
1992,7,174,control,DM,13,392,8,Dipodomys merriami,Rodent,Merriam's kangaroo rat,49,0.2653061224489796
1992,7,174,control,DO,6,392,8,Dipodomys ordii,Rodent,Ord's kangaroo rat,49,0.12244897959183673
1992,7,174,control,DS,1,392,8,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,49,0.02040816326530612
1992,7,174,control,NA,1,392,8,Neotoma albigula,Rodent,White-throated woodrat,49,0.02040816326530612
1992,7,174,control,OL,1,392,8,Onychomys leucogaster,Rodent,Northern Grasshopper Mouse,49,0.02040816326530612
1992,7,174,control,OT,2,392,8,Onychomys torridus,Rodent,Southern grasshopper mouse,49,0.04081632653061224
1992,7,174,control,PB,0,392,8,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,49,0
1992,7,174,control,PE,0,392,8,Peromyscus eremicus,Rodent,Cactus mouse,49,0
1992,7,174,control,PF,0,392,8,Perognathus flavus,Rodent,Silky pocket mouse,49,0
1992,7,174,control,PH,0,392,8,Chaetodipus hispidus,Rodent,Hispid pocket mouse,49,0
1992,7,174,control,PI,0,392,8,Chaetodipus intermedius,Rodent,Rock pocket mouse,49,0
1992,7,174,control,PL,0,392,8,Peromyscus leucopus,Rodent,White-footed mouse,49,0
1992,7,174,control,PM,0,392,8,Peromyscus maniculatus,Rodent,Deer Mouse,49,0
1992,7,174,control,PP,5,392,8,Chaetodipus penicillatus,Rodent,Desert pocket mouse,49,0.10204081632653061
1992,7,174,control,RF,0,392,8,Reithrodontomys fulvescens,Rodent,Fulvous harvest mouse,49,0
1992,7,174,control,RM,1,392,8,Reithrodontomys megalotis,Rodent,Western harvest mouse,49,0.02040816326530612
1992,7,174,control,RO,0,392,8,Reithrodontomys montanus,Rodent,Plains harvest mouse,49,0
1992,7,174,control,SF,0,392,8,Sigmodon fulviventer,Rodent,Tawny-bellied cotton rat,49,0
1992,7,174,control,SH,0,392,8,Sigmodon hispidus,Rodent,Hispid cotton rat,49,0
1992,7,174,control,SO,0,392,8,Sigmodon ochrognathus,Rodent,Yellow nosed cotton rat,49,0
1992,8,175,control,BA,0,392,8,Baiomys taylori,Rodent,Northern pygmy mouse,49,0
1992,8,175,control,DM,14,392,8,Dipodomys merriami,Rodent,Merriam's kangaroo rat,49,0.2857142857142857
1992,8,175,control,DO,7,392,8,Dipodomys ordii,Rodent,Ord's kangaroo rat,49,0.14285714285714285
1992,8,175,control,DS,2,392,8,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,49,0.04081632653061224
1992,8,175,control,NA,1,392,8,Neotoma albigula,Rodent,White-throated woodrat,49,0.02040816326530612
1992,8,175,control,OL,2,392,8,Onychomys leucogaster,Rodent,Northern Grasshopper Mouse,49,0.04081632653061224
1992,8,175,control,OT,2,392,8,Onychomys torridus,Rodent,Southern grasshopper mouse,49,0.04081632653061224
1992,8,175,control,PB,0,392,8,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,49,0
1992,8,175,control,PE,0,392,8,Peromyscus eremicus,Rodent,Cactus mouse,49,0
1992,8,175,control,PF,1,392,8,Perognathus flavus,Rodent,Silky pocket mouse,49,0.02040816326530612
1992,8,175,control,PH,0,392,8,Chaetodipus hispidus,Rodent,Hispid pocket mouse,49,0
1992,8,175,control,PI,0,392,8,Chaetodipus intermedius,Rodent,Rock pocket mouse,49,0
1992,8,175,control,PL,0,392,8,Peromyscus leucopus,Rodent,White-footed mouse,49,0
1992,8,175,control,PM,0,392,8,Peromyscus maniculatus,Rodent,Deer Mouse,49,0
1992,8,175,control,PP,10,392,8,Chaetodipus penicillatus,Rodent,Desert pocket mouse,49,0.20408163265306123
1992,8,175,control,RF,0,392,8,Reithrodontomys fulvescens,Rodent,Fulvous harvest mouse,49,0
1992,8,175,control,RM,0,392,8,Reithrodontomys megalotis,Rodent,Western harvest mouse,49,0
1992,8,175,control,RO,0,392,8,Reithrodontomys montanus,Rodent,Plains harvest mouse,49,0
1992,8,175,control,SF,0,392,8,Sigmodon fulviventer,Rodent,Tawny-bellied cotton rat,49,0
1992,8,175,control,SH,0,392,8,Sigmodon hispidus,Rodent,Hispid cotton rat,49,0
1992,8,175,control,SO,1,392,8,Sigmodon ochrognathus,Rodent,Yellow nosed cotton rat,49,0.02040816326530612
1992,9,176,control,BA,0,392,8,Baiomys taylori,Rodent,Northern pygmy mouse,49,0
1992,9,176,control,DM,19,392,8,Dipodomys merriami,Rodent,Merriam's kangaroo rat,49,0.3877551020408163
1992,9,176,control,DO,4,392,8,Dipodomys ordii,Rodent,Ord's kangaroo rat,49,0.08163265306122448
1992,9,176,control,DS,2,392,8,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,49,0.04081632653061224
1992,9,176,control,NA,2,392,8,Neotoma albigula,Rodent,White-throated woodrat,49,0.04081632653061224
1992,9,176,control,OL,2,392,8,Onychomys leucogaster,Rodent,Northern Grasshopper Mouse,49,0.04081632653061224
1992,9,176,control,OT,0,392,8,Onychomys torridus,Rodent,Southern grasshopper mouse,49,0
1992,9,176,control,PB,0,392,8,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,49,0
1992,9,176,control,PE,1,392,8,Peromyscus eremicus,Rodent,Cactus mouse,49,0.02040816326530612
1992,9,176,control,PF,3,392,8,Perognathus flavus,Rodent,Silky pocket mouse,49,0.061224489795918366
1992,9,176,control,PH,0,392,8,Chaetodipus hispidus,Rodent,Hispid pocket mouse,49,0
1992,9,176,control,PI,0,392,8,Chaetodipus intermedius,Rodent,Rock pocket mouse,49,0
1992,9,176,control,PL,0,392,8,Peromyscus leucopus,Rodent,White-footed mouse,49,0
1992,9,176,control,PM,0,392,8,Peromyscus maniculatus,Rodent,Deer Mouse,49,0
1992,9,176,control,PP,11,392,8,Chaetodipus penicillatus,Rodent,Desert pocket mouse,49,0.22448979591836735
1992,9,176,control,RF,0,392,8,Reithrodontomys fulvescens,Rodent,Fulvous harvest mouse,49,0
1992,9,176,control,RM,1,392,8,Reithrodontomys megalotis,Rodent,Western harvest mouse,49,0.02040816326530612
1992,9,176,control,RO,0,392,8,Reithrodontomys montanus,Rodent,Plains harvest mouse,49,0
1992,9,176,control,SF,0,392,8,Sigmodon fulviventer,Rodent,Tawny-bellied cotton rat,49,0
1992,9,176,control,SH,0,392,8,Sigmodon hispidus,Rodent,Hispid cotton rat,49,0
1992,9,176,control,SO,1,392,8,Sigmodon ochrognathus,Rodent,Yellow nosed cotton rat,49,0.02040816326530612
1992,10,177,control,BA,0,392,8,Baiomys taylori,Rodent,Northern pygmy mouse,49,0
1992,10,177,control,DM,24,392,8,Dipodomys merriami,Rodent,Merriam's kangaroo rat,49,0.4897959183673469
1992,10,177,control,DO,4,392,8,Dipodomys ordii,Rodent,Ord's kangaroo rat,49,0.08163265306122448
1992,10,177,control,DS,1,392,8,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,49,0.02040816326530612
1992,10,177,control,NA,2,392,8,Neotoma albigula,Rodent,White-throated woodrat,49,0.04081632653061224
1992,10,177,control,OL,5,392,8,Onychomys leucogaster,Rodent,Northern Grasshopper Mouse,49,0.10204081632653061
1992,10,177,control,OT,2,392,8,Onychomys torridus,Rodent,Southern grasshopper mouse,49,0.04081632653061224
1992,10,177,control,PB,0,392,8,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,49,0
1992,10,177,control,PE,0,392,8,Peromyscus eremicus,Rodent,Cactus mouse,49,0
1992,10,177,control,PF,4,392,8,Perognathus flavus,Rodent,Silky pocket mouse,49,0.08163265306122448
1992,10,177,control,PH,0,392,8,Chaetodipus hispidus,Rodent,Hispid pocket mouse,49,0
1992,10,177,control,PI,0,392,8,Chaetodipus intermedius,Rodent,Rock pocket mouse,49,0
1992,10,177,control,PL,0,392,8,Peromyscus leucopus,Rodent,White-footed mouse,49,0
1992,10,177,control,PM,0,392,8,Peromyscus maniculatus,Rodent,Deer Mouse,49,0
1992,10,177,control,PP,1,392,8,Chaetodipus penicillatus,Rodent,Desert pocket mouse,49,0.02040816326530612
1992,10,177,control,RF,0,392,8,Reithrodontomys fulvescens,Rodent,Fulvous harvest mouse,49,0
1992,10,177,control,RM,2,392,8,Reithrodontomys megalotis,Rodent,Western harvest mouse,49,0.04081632653061224
1992,10,177,control,RO,0,392,8,Reithrodontomys montanus,Rodent,Plains harvest mouse,49,0
1992,10,177,control,SF,0,392,8,Sigmodon fulviventer,Rodent,Tawny-bellied cotton rat,49,0
1992,10,177,control,SH,0,392,8,Sigmodon hispidus,Rodent,Hispid cotton rat,49,0
1992,10,177,control,SO,0,392,8,Sigmodon ochrognathus,Rodent,Yellow nosed cotton rat,49,0
1992,12,178,control,BA,0,392,8,Baiomys taylori,Rodent,Northern pygmy mouse,49,0
1992,12,178,control,DM,14,392,8,Dipodomys merriami,Rodent,Merriam's kangaroo rat,49,0.2857142857142857
1992,12,178,control,DO,0,392,8,Dipodomys ordii,Rodent,Ord's kangaroo rat,49,0
1992,12,178,control,DS,2,392,8,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,49,0.04081632653061224
1992,12,178,control,NA,1,392,8,Neotoma albigula,Rodent,White-throated woodrat,49,0.02040816326530612
1992,12,178,control,OL,1,392,8,Onychomys leucogaster,Rodent,Northern Grasshopper Mouse,49,0.02040816326530612
1992,12,178,control,OT,0,392,8,Onychomys torridus,Rodent,Southern grasshopper mouse,49,0
1992,12,178,control,PB,0,392,8,Chaetodipus baileyi,Rodent,Bailey's pocket mouse,49,0
1992,12,178,control,PE,0,392,8,Peromyscus eremicus,Rodent,Cactus mouse,49,0
1992,12,178,control,PF,1,392,8,Perognathus flavus,Rodent,Silky pocket mouse,49,0.02040816326530612
1992,12,178,control,PH,0,392,8,Chaetodipus hispidus,Rodent,Hispid pocket mouse,49,0
1992,12,178,control,PI,0,392,8,Chaetodipus intermedius,Rodent,Rock pocket mouse,49,0
1992,12,178,control,PL,0,392,8,Peromyscus leucopus,Rodent,White-footed mouse,49,0
1992,12,178,control,PM,0,392,8,Peromyscus maniculatus,Rodent,Deer Mouse,49,0
1992,12,178,control,PP,0,392,8,Chaetodipus penicillatus,Rodent,Desert pocket mouse,49,0
1992,12,178,control,RF,0,392,8,Reithrodontomys fulvescens,Rodent,Fulvous harvest mouse,49,0
1992,12,178,control,RM,2,392,8,Reithrodontomys megalotis,Rodent,Western harvest mouse,49,0.04081632653061224
1992,12,178,control,RO,0,392,8,Reithrodontomys montanus,Rodent,Plains harvest mouse,49,0
1992,12,178,control,SF,0,392,8,Sigmodon fulviventer,Rodent,Tawny-bellied cotton rat,49,0
1992,12,178,control,SH,0,392,8,Sigmodon hispidus,Rodent,Hispid cotton rat,49,0
1992,12,178,control,SO,0,392,8,Sigmodon ochrognathus,Rodent,Yellow nosed cotton rat,49,0
1993,1,179,control,BA,0,392,8,Baiomys taylori,Rodent,Northern pygmy mouse,49,0
1993,1,179,control,DM,13,392,8,Dipodomys merriami,Rodent,Merriam's kangaroo rat,49,0.2653061224489796
1993,1,179,control,DO,1,392,8,Dipodomys ordii,Rodent,Ord's kangaroo rat,49,0.02040816326530612
1993,1,179,control,DS,2,392,8,Dipodomys spectabilis,Rodent,Banner-tailed kangaroo rat,49,0.04081632653061224
1993,1,179,control,NA,2,392,8,Neotoma albigula,Rodent,White-throated woodrat,49,0.04081632653061224
